-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2023 
Location: Latitude  6.25   Longitude -75.58 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2074.31 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
YEAR,MO,DY,WS10M_MAX
2015,12,8,1.43
2015,12,9,1.42
2015,12,10,2.01
2015,12,11,1.49
2015,12,12,1.38
2015,12,13,1.55
2015,12,14,1.55
2015,12,15,1.09
2015,12,16,1.09
2015,12,17,1.8
2015,12,18,1.66
2015,12,19,2.21
2015,12,20,1.9
2015,12,21,1.75
2015,12,22,1.94
2015,12,23,2.02
2015,12,24,1.63
2015,12,25,2.28
2015,12,26,1.98
2015,12,27,1.45
2015,12,28,1.67
2015,12,29,1.84
2015,12,30,2.63
2015,12,31,2.02
2016,1,1,2.06
2016,1,2,1.36
2016,1,3,1.55
2016,1,4,1.13
2016,1,5,1.35
2016,1,6,1.59
2016,1,7,1.33
2016,1,8,1.33
2016,1,9,1.36
2016,1,10,0.77
2016,1,11,1.17
2016,1,12,1.2
2016,1,13,1.37
2016,1,14,1.05
2016,1,15,1.61
2016,1,16,2.05
2016,1,17,2.23
2016,1,18,1.88
2016,1,19,2.53
2016,1,20,1.81
2016,1,21,1.46
2016,1,22,1.02
2016,1,23,1.78
2016,1,24,2.12
2016,1,25,2.43
2016,1,26,1.28
2016,1,27,1.38
2016,1,28,1.51
2016,1,29,1.81
2016,1,30,2.52
2016,1,31,1.15
2016,2,1,1.56
2016,2,2,1.65
2016,2,3,1.59
2016,2,4,1.88
2016,2,5,1.83
2016,2,6,2.27
2016,2,7,2.07
2016,2,8,3.07
2016,2,9,2.38
2016,2,10,2.69
2016,2,11,2.09
2016,2,12,1.59
2016,2,13,1.39
2016,2,14,2.07
2016,2,15,1.36
2016,2,16,2.21
2016,2,17,2.01
2016,2,18,2.34
2016,2,19,2.16
2016,2,20,1.76
2016,2,21,1.33
2016,2,22,1.52
2016,2,23,1.41
2016,2,24,1.81
2016,2,25,2.38
2016,2,26,1.3
2016,2,27,1.7
2016,2,28,1.49
2016,2,29,1.39
2016,3,1,1.74
2016,3,2,1.84
2016,3,3,1.08
2016,3,4,1.81
2016,3,5,1.12
2016,3,6,2.02
2016,3,7,1.48
2016,3,8,1.44
2016,3,9,1.9
2016,3,10,1.84
2016,3,11,1.95
2016,3,12,1.72
2016,3,13,1.84
2016,3,14,1.66
2016,3,15,1.84
2016,3,16,2.02
2016,3,17,1.09
2016,3,18,1.87
2016,3,19,1.73
2016,3,20,1.71
2016,3,21,1.61
2016,3,22,1.58
2016,3,23,2.86
2016,3,24,1.59
2016,3,25,1.7
2016,3,26,1.7
2016,3,27,2.1
2016,3,28,1.52
2016,3,29,1.45
2016,3,30,1.86
2016,3,31,1.84
2016,4,1,2.58
2016,4,2,1.83
2016,4,3,2.34
2016,4,4,1.73
2016,4,5,2.09
2016,4,6,1.62
2016,4,7,1.29
2016,4,8,1.66
2016,4,9,1.44
2016,4,10,1.05
2016,4,11,1.55
2016,4,12,0.88
2016,4,13,1.48
2016,4,14,1.22
2016,4,15,1.73
2016,4,16,1.34
2016,4,17,1.3
2016,4,18,1.46
2016,4,19,1.92
2016,4,20,1.7
2016,4,21,1.65
2016,4,22,1.64
2016,4,23,1.66
2016,4,24,1.77
2016,4,25,1.7
2016,4,26,1.63
2016,4,27,1.07
2016,4,28,1.2
2016,4,29,1.09
2016,4,30,0.88
2016,5,1,1.45
2016,5,2,1.52
2016,5,3,0.82
2016,5,4,1.27
2016,5,5,1.03
2016,5,6,1.43
2016,5,7,1.33
2016,5,8,1.03
2016,5,9,1.56
2016,5,10,1.55
2016,5,11,1.12
2016,5,12,1.39
2016,5,13,1.84
2016,5,14,1.74
2016,5,15,1.17
2016,5,16,1.88
2016,5,17,1.99
2016,5,18,1.14
2016,5,19,1.64
2016,5,20,1.91
2016,5,21,1.43
2016,5,22,1.51
2016,5,23,1.84
2016,5,24,2.13
2016,5,25,2.16
2016,5,26,1.78
2016,5,27,1.18
2016,5,28,1.07
2016,5,29,1.19
2016,5,30,1.56
2016,5,31,1.2
2016,6,1,1.27
2016,6,2,1.74
2016,6,3,2.16
2016,6,4,1.05
2016,6,5,1.44
2016,6,6,1.22
2016,6,7,1.06
2016,6,8,1.32
2016,6,9,2.06
2016,6,10,1.67
2016,6,11,1.27
2016,6,12,1.66
2016,6,13,1.64
2016,6,14,2.4
2016,6,15,1.76
2016,6,16,2.05
2016,6,17,1.23
2016,6,18,1.52
2016,6,19,2.59
2016,6,20,1.32
2016,6,21,1.94
2016,6,22,1.91
2016,6,23,1.78
2016,6,24,1.67
2016,6,25,1.97
2016,6,26,1.87
2016,6,27,2.27
2016,6,28,1.49
2016,6,29,1.75
2016,6,30,2.2
2016,7,1,2.3
2016,7,2,1.73
2016,7,3,1.52
2016,7,4,1.91
2016,7,5,1.94
2016,7,6,1.29
2016,7,7,2.1
2016,7,8,2.37
2016,7,9,2.38
2016,7,10,1.73
2016,7,11,1.53
2016,7,12,2.28
2016,7,13,1.77
2016,7,14,1.62
2016,7,15,1.16
2016,7,16,1.88
2016,7,17,1.27
2016,7,18,2.03
2016,7,19,1.72
2016,7,20,1.57
2016,7,21,2.35
2016,7,22,1.55
2016,7,23,1.34
2016,7,24,0.98
2016,7,25,1.62
2016,7,26,1.61
2016,7,27,2.37
2016,7,28,1.89
2016,7,29,2.99
2016,7,30,1.5
2016,7,31,1.54
2016,8,1,1.2
2016,8,2,1.45
2016,8,3,2.39
2016,8,4,1.38
2016,8,5,1.45
2016,8,6,1.81
2016,8,7,1.16
2016,8,8,1.37
2016,8,9,1.64
2016,8,10,2.21
2016,8,11,1.48
2016,8,12,1.94
2016,8,13,1.73
2016,8,14,2.0
2016,8,15,1.36
2016,8,16,1.56
2016,8,17,1.91
2016,8,18,1.17
2016,8,19,1.91
2016,8,20,1.34
2016,8,21,2.15
2016,8,22,2.53
2016,8,23,1.92
2016,8,24,1.73
2016,8,25,1.89
2016,8,26,1.53
2016,8,27,1.41
2016,8,28,1.23
2016,8,29,1.46
2016,8,30,1.2
2016,8,31,1.33
2016,9,1,1.91
2016,9,2,1.38
2016,9,3,1.13
2016,9,4,1.19
2016,9,5,1.68
2016,9,6,1.84
2016,9,7,1.49
2016,9,8,1.14
2016,9,9,1.78
2016,9,10,1.78
2016,9,11,2.01
2016,9,12,1.85
2016,9,13,1.48
2016,9,14,1.24
2016,9,15,2.09
2016,9,16,2.04
2016,9,17,1.59
2016,9,18,1.38
2016,9,19,1.98
2016,9,20,1.18
2016,9,21,2.34
2016,9,22,1.18
2016,9,23,1.66
2016,9,24,1.38
2016,9,25,1.41
2016,9,26,1.3
2016,9,27,2.2
2016,9,28,2.08
2016,9,29,2.07
2016,9,30,2.42
2016,10,1,2.14
2016,10,2,2.49
2016,10,3,1.46
2016,10,4,1.27
2016,10,5,1.45
2016,10,6,1.39
2016,10,7,1.56
2016,10,8,0.91
2016,10,9,0.77
2016,10,10,1.21
2016,10,11,0.8
2016,10,12,1.88
2016,10,13,1.76
2016,10,14,1.21
2016,10,15,1.41
2016,10,16,1.71
2016,10,17,0.9
2016,10,18,1.65
2016,10,19,1.2
2016,10,20,1.42
2016,10,21,1.46
2016,10,22,1.22
2016,10,23,2.34
2016,10,24,1.2
2016,10,25,2.92
2016,10,26,1.88
2016,10,27,1.53
2016,10,28,1.53
2016,10,29,1.71
2016,10,30,1.43
2016,10,31,2.19
2016,11,1,1.91
2016,11,2,1.74
2016,11,3,1.73
2016,11,4,1.63
2016,11,5,1.42
2016,11,6,2.2
2016,11,7,0.97
2016,11,8,1.41
2016,11,9,1.25
2016,11,10,1.45
2016,11,11,1.26
2016,11,12,1.3
2016,11,13,1.38
2016,11,14,1.94
2016,11,15,1.33
2016,11,16,1.41
2016,11,17,1.47
2016,11,18,1.59
2016,11,19,1.41
2016,11,20,1.8
2016,11,21,2.2
2016,11,22,1.38
2016,11,23,1.07
2016,11,24,1.43
2016,11,25,1.12
2016,11,26,1.28
2016,11,27,1.2
2016,11,28,1.17
2016,11,29,1.18
2016,11,30,1.18
2016,12,1,1.67
2016,12,2,1.66
2016,12,3,1.11
2016,12,4,1.26
2016,12,5,1.41
2016,12,6,1.34
2016,12,7,1.17
2016,12,8,0.97
2016,12,9,1.36
2016,12,10,1.05
2016,12,11,1.63
2016,12,12,1.02
2016,12,13,1.53
2016,12,14,1.53
2016,12,15,1.66
2016,12,16,2.48
2016,12,17,1.32
2016,12,18,1.33
2016,12,19,2.34
2016,12,20,1.66
2016,12,21,2.73
2016,12,22,1.03
2016,12,23,1.38
2016,12,24,1.04
2016,12,25,1.55
2016,12,26,1.47
2016,12,27,1.27
2016,12,28,1.04
2016,12,29,1.72
2016,12,30,1.77
2016,12,31,1.73
2017,1,1,1.22
2017,1,2,1.34
2017,1,3,1.27
2017,1,4,2.16
2017,1,5,1.11
2017,1,6,1.48
2017,1,7,1.19
2017,1,8,1.4
2017,1,9,2.91
2017,1,10,2.84
2017,1,11,1.29
2017,1,12,1.16
2017,1,13,1.28
2017,1,14,1.36
2017,1,15,1.5
2017,1,16,1.81
2017,1,17,1.38
2017,1,18,1.62
2017,1,19,1.69
2017,1,20,1.8
2017,1,21,2.23
2017,1,22,1.77
2017,1,23,1.64
2017,1,24,1.59
2017,1,25,2.51
2017,1,26,1.84
2017,1,27,1.29
2017,1,28,1.51
2017,1,29,1.57
2017,1,30,1.41
2017,1,31,1.81
2017,2,1,1.8
2017,2,2,1.8
2017,2,3,1.79
2017,2,4,2.34
2017,2,5,2.06
2017,2,6,1.58
2017,2,7,1.58
2017,2,8,1.58
2017,2,9,1.75
2017,2,10,1.66
2017,2,11,1.45
2017,2,12,2.68
2017,2,13,2.34
2017,2,14,2.16
2017,2,15,1.84
2017,2,16,2.41
2017,2,17,1.51
2017,2,18,1.45
2017,2,19,1.52
2017,2,20,1.57
2017,2,21,1.56
2017,2,22,1.77
2017,2,23,1.6
2017,2,24,2.04
2017,2,25,1.45
2017,2,26,1.95
2017,2,27,1.98
2017,2,28,1.82
2017,3,1,1.38
2017,3,2,1.45
2017,3,3,1.93
2017,3,4,1.42
2017,3,5,1.38
2017,3,6,1.46
2017,3,7,1.48
2017,3,8,1.34
2017,3,9,1.78
2017,3,10,1.12
2017,3,11,1.03
2017,3,12,1.01
2017,3,13,1.09
2017,3,14,1.25
2017,3,15,2.21
2017,3,16,1.51
2017,3,17,1.48
2017,3,18,1.35
2017,3,19,1.16
2017,3,20,1.23
2017,3,21,1.22
2017,3,22,1.53
2017,3,23,1.38
2017,3,24,1.64
2017,3,25,1.21
2017,3,26,1.29
2017,3,27,1.49
2017,3,28,1.43
2017,3,29,1.53
2017,3,30,1.77
2017,3,31,1.27
2017,4,1,1.24
2017,4,2,1.73
2017,4,3,1.87
2017,4,4,1.49
2017,4,5,1.77
2017,4,6,1.66
2017,4,7,1.61
2017,4,8,1.48
2017,4,9,1.3
2017,4,10,1.23
2017,4,11,1.63
2017,4,12,1.61
2017,4,13,1.39
2017,4,14,1.54
2017,4,15,1.8
2017,4,16,1.56
2017,4,17,1.61
2017,4,18,1.34
2017,4,19,1.47
2017,4,20,1.3
2017,4,21,1.2
2017,4,22,1.17
2017,4,23,1.88
2017,4,24,0.98
2017,4,25,2.31
2017,4,26,1.91
2017,4,27,1.53
2017,4,28,1.81
2017,4,29,1.56
2017,4,30,1.29
2017,5,1,1.14
2017,5,2,1.12
2017,5,3,1.42
2017,5,4,1.29
2017,5,5,1.77
2017,5,6,1.62
2017,5,7,1.64
2017,5,8,1.24
2017,5,9,1.52
2017,5,10,1.04
2017,5,11,1.01
2017,5,12,1.22
