-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2023 
Location: Latitude  6.5   Longitude -75.25 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1291.33 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
YEAR,MO,DY,WS10M_MAX
2017,1,23,1.45
2017,1,24,1.28
2017,1,25,1.36
2017,1,26,1.23
2017,1,27,0.95
2017,1,28,1.15
2017,1,29,1.24
2017,1,30,0.88
2017,1,31,1.12
2017,2,1,1.14
2017,2,2,1.21
2017,2,3,1.09
2017,2,4,1.42
2017,2,5,1.27
2017,2,6,1.55
2017,2,7,1.83
2017,2,8,1.62
2017,2,9,1.27
2017,2,10,1.66
2017,2,11,1.3
2017,2,12,0.98
2017,2,13,1.31
2017,2,14,1.53
2017,2,15,1.16
2017,2,16,1.45
2017,2,17,1.55
2017,2,18,1.38
2017,2,19,1.45
2017,2,20,1.48
2017,2,21,1.48
2017,2,22,1.4
2017,2,23,1.37
2017,2,24,1.14
2017,2,25,1.48
2017,2,26,1.25
2017,2,27,1.11
2017,2,28,1.12
2017,3,1,1.24
2017,3,2,1.51
2017,3,3,1.06
2017,3,4,1.26
2017,3,5,1.36
2017,3,6,1.34
2017,3,7,1.14
2017,3,8,1.09
2017,3,9,1.04
2017,3,10,0.99
2017,3,11,1.04
2017,3,12,0.79
2017,3,13,0.99
2017,3,14,1.17
2017,3,15,1.41
2017,3,16,1.5
2017,3,17,1.74
2017,3,18,1.44
2017,3,19,1.4
2017,3,20,1.24
2017,3,21,1.38
2017,3,22,1.08
2017,3,23,0.89
2017,3,24,1.26
2017,3,25,1.34
2017,3,26,1.61
2017,3,27,1.37
2017,3,28,1.42
2017,3,29,0.99
2017,3,30,1.38
2017,3,31,1.03
2017,4,1,1.56
2017,4,2,1.13
2017,4,3,1.12
2017,4,4,1.41
2017,4,5,1.66
2017,4,6,1.75
2017,4,7,1.39
2017,4,8,1.11
2017,4,9,1.27
2017,4,10,1.36
2017,4,11,1.24
2017,4,12,1.12
2017,4,13,1.3
2017,4,14,1.2
2017,4,15,1.3
2017,4,16,1.11
2017,4,17,0.78
2017,4,18,1.76
2017,4,19,1.12
2017,4,20,1.13
2017,4,21,1.28
2017,4,22,1.29
2017,4,23,1.52
2017,4,24,1.72
2017,4,25,1.52
2017,4,26,1.35
2017,4,27,1.71
2017,4,28,1.45
2017,4,29,1.35
2017,4,30,1.16
2017,5,1,1.35
2017,5,2,1.45
2017,5,3,1.37
2017,5,4,2.2
2017,5,5,0.94
2017,5,6,1.19
2017,5,7,1.27
2017,5,8,0.8
2017,5,9,0.96
2017,5,10,1.19
2017,5,11,0.94
2017,5,12,1.05
2017,5,13,1.41
2017,5,14,1.02
2017,5,15,0.99
2017,5,16,1.5
2017,5,17,0.99
2017,5,18,1.05
2017,5,19,0.94
2017,5,20,1.01
2017,5,21,1.05
2017,5,22,0.91
2017,5,23,1.14
2017,5,24,1.29
2017,5,25,1.81
2017,5,26,1.39
2017,5,27,1.3
2017,5,28,1.16
2017,5,29,1.4
2017,5,30,0.95
2017,5,31,1.4
2017,6,1,1.41
2017,6,2,1.18
2017,6,3,2.02
2017,6,4,0.99
2017,6,5,0.91
2017,6,6,1.66
2017,6,7,1.59
2017,6,8,1.24
2017,6,9,1.66
2017,6,10,1.67
2017,6,11,1.2
2017,6,12,1.14
2017,6,13,1.05
2017,6,14,1.12
2017,6,15,1.18
2017,6,16,1.05
2017,6,17,0.82
2017,6,18,0.96
2017,6,19,1.35
2017,6,20,1.23
2017,6,21,1.59
2017,6,22,1.16
2017,6,23,1.07
2017,6,24,1.3
2017,6,25,1.29
2017,6,26,0.97
2017,6,27,0.92
2017,6,28,1.02
2017,6,29,1.62
2017,6,30,0.91
2017,7,1,1.53
2017,7,2,1.28
2017,7,3,1.73
2017,7,4,1.35
2017,7,5,1.15
2017,7,6,1.26
2017,7,7,1.15
2017,7,8,1.7
2017,7,9,1.57
2017,7,10,1.05
2017,7,11,1.18
2017,7,12,1.19
2017,7,13,1.41
2017,7,14,1.09
2017,7,15,0.79
2017,7,16,1.25
2017,7,17,1.0
2017,7,18,1.17
2017,7,19,1.52
2017,7,20,1.07
2017,7,21,1.3
2017,7,22,1.52
2017,7,23,1.2
2017,7,24,1.14
2017,7,25,1.03
2017,7,26,1.81
2017,7,27,1.48
2017,7,28,1.38
2017,7,29,1.32
2017,7,30,1.27
2017,7,31,1.23
2017,8,1,1.12
2017,8,2,1.45
2017,8,3,1.18
2017,8,4,1.42
2017,8,5,1.11
2017,8,6,1.17
2017,8,7,1.32
2017,8,8,1.05
2017,8,9,1.38
2017,8,10,1.16
2017,8,11,1.27
2017,8,12,1.12
2017,8,13,1.15
2017,8,14,1.08
2017,8,15,0.99
2017,8,16,1.08
2017,8,17,1.04
2017,8,18,0.86
2017,8,19,1.05
2017,8,20,1.09
2017,8,21,1.21
2017,8,22,1.75
2017,8,23,1.14
2017,8,24,1.16
2017,8,25,1.06
2017,8,26,1.06
2017,8,27,1.17
2017,8,28,1.12
2017,8,29,1.0
2017,8,30,1.12
2017,8,31,1.22
2017,9,1,1.84
2017,9,2,1.35
2017,9,3,1.13
2017,9,4,1.71
2017,9,5,1.34
2017,9,6,1.31
2017,9,7,0.92
2017,9,8,1.09
2017,9,9,0.91
2017,9,10,1.02
2017,9,11,0.95
2017,9,12,1.34
2017,9,13,1.22
2017,9,14,0.95
2017,9,15,0.88
2017,9,16,1.26
2017,9,17,0.88
2017,9,18,1.11
2017,9,19,0.87
2017,9,20,0.93
2017,9,21,1.24
2017,9,22,0.7
2017,9,23,1.08
2017,9,24,0.98
2017,9,25,1.12
2017,9,26,1.13
2017,9,27,1.11
2017,9,28,1.11
2017,9,29,1.2
2017,9,30,0.91
2017,10,1,1.36
2017,10,2,1.24
2017,10,3,1.27
2017,10,4,1.54
2017,10,5,1.04
2017,10,6,1.12
2017,10,7,1.34
2017,10,8,1.65
2017,10,9,1.12
2017,10,10,1.0
2017,10,11,0.98
2017,10,12,1.4
2017,10,13,1.27
2017,10,14,1.48
2017,10,15,1.34
2017,10,16,1.52
2017,10,17,1.41
2017,10,18,1.37
2017,10,19,1.5
2017,10,20,1.34
2017,10,21,1.37
2017,10,22,1.27
2017,10,23,1.56
2017,10,24,1.28
2017,10,25,1.02
2017,10,26,1.26
2017,10,27,1.07
2017,10,28,0.91
2017,10,29,1.4
2017,10,30,1.27
2017,10,31,1.51
2017,11,1,1.2
2017,11,2,1.39
2017,11,3,1.48
2017,11,4,0.94
2017,11,5,1.18
2017,11,6,1.09
2017,11,7,0.98
2017,11,8,1.35
2017,11,9,1.23
2017,11,10,1.3
2017,11,11,1.3
2017,11,12,1.22
2017,11,13,1.38
2017,11,14,1.41
2017,11,15,1.31
2017,11,16,1.27
2017,11,17,1.12
2017,11,18,1.09
2017,11,19,1.22
2017,11,20,1.22
2017,11,21,1.05
2017,11,22,1.32
2017,11,23,1.21
2017,11,24,0.97
2017,11,25,0.83
2017,11,26,0.97
2017,11,27,1.05
2017,11,28,1.81
2017,11,29,1.45
2017,11,30,1.6
2017,12,1,1.09
2017,12,2,0.89
2017,12,3,1.09
2017,12,4,0.74
2017,12,5,1.18
2017,12,6,1.57
2017,12,7,0.96
2017,12,8,1.13
2017,12,9,1.2
2017,12,10,1.41
2017,12,11,0.83
2017,12,12,1.27
2017,12,13,1.5
2017,12,14,1.43
2017,12,15,1.22
2017,12,16,1.22
2017,12,17,1.62
2017,12,18,1.91
2017,12,19,2.05
2017,12,20,2.1
2017,12,21,1.76
2017,12,22,1.44
2017,12,23,1.2
2017,12,24,1.47
2017,12,25,1.48
2017,12,26,1.09
2017,12,27,0.75
2017,12,28,1.02
2017,12,29,1.13
2017,12,30,1.37
2017,12,31,1.48
2018,1,1,1.41
2018,1,2,0.96
2018,1,3,1.0
2018,1,4,1.01
2018,1,5,1.15
2018,1,6,1.09
2018,1,7,1.32
2018,1,8,1.46
2018,1,9,0.96
2018,1,10,1.23
2018,1,11,1.1
2018,1,12,1.1
2018,1,13,1.12
2018,1,14,1.58
2018,1,15,0.99
2018,1,16,1.07
2018,1,17,1.39
2018,1,18,1.57
2018,1,19,1.13
2018,1,20,1.05
2018,1,21,1.12
2018,1,22,1.29
2018,1,23,1.01
2018,1,24,1.38
2018,1,25,1.78
2018,1,26,1.41
2018,1,27,1.07
2018,1,28,1.31
2018,1,29,1.33
2018,1,30,1.12
2018,1,31,1.0
2018,2,1,1.16
2018,2,2,1.25
2018,2,3,1.48
2018,2,4,1.45
2018,2,5,1.48
2018,2,6,1.33
2018,2,7,1.55
2018,2,8,1.48
2018,2,9,1.47
2018,2,10,1.45
2018,2,11,1.38
2018,2,12,1.12
2018,2,13,1.66
2018,2,14,1.32
2018,2,15,1.48
2018,2,16,1.46
2018,2,17,1.06
2018,2,18,1.55
2018,2,19,1.2
2018,2,20,1.49
2018,2,21,1.48
2018,2,22,1.32
2018,2,23,1.27
2018,2,24,1.31
2018,2,25,1.16
2018,2,26,1.26
2018,2,27,1.53
2018,2,28,1.53
2018,3,1,1.48
2018,3,2,1.17
2018,3,3,1.1
2018,3,4,1.3
2018,3,5,1.74
2018,3,6,1.23
2018,3,7,1.6
2018,3,8,1.19
2018,3,9,1.15
2018,3,10,1.34
2018,3,11,1.25
2018,3,12,1.33
2018,3,13,1.05
2018,3,14,1.14
2018,3,15,1.28
2018,3,16,1.46
2018,3,17,1.45
2018,3,18,1.11
2018,3,19,1.36
2018,3,20,1.24
2018,3,21,1.37
2018,3,22,0.96
2018,3,23,0.98
2018,3,24,1.48
2018,3,25,1.62
2018,3,26,1.71
2018,3,27,1.58
2018,3,28,1.63
2018,3,29,1.3
2018,3,30,1.69
2018,3,31,1.05
2018,4,1,1.51
2018,4,2,1.23
2018,4,3,0.89
2018,4,4,1.23
2018,4,5,1.18
2018,4,6,1.48
2018,4,7,1.27
2018,4,8,1.4
2018,4,9,1.48
2018,4,10,0.88
2018,4,11,1.02
2018,4,12,1.2
2018,4,13,0.85
2018,4,14,0.86
2018,4,15,1.13
2018,4,16,0.81
2018,4,17,1.03
2018,4,18,1.44
2018,4,19,1.46
2018,4,20,1.3
2018,4,21,1.92
2018,4,22,1.16
2018,4,23,1.55
2018,4,24,1.2
2018,4,25,1.2
2018,4,26,1.19
2018,4,27,0.98
2018,4,28,1.3
2018,4,29,1.16
2018,4,30,1.24
2018,5,1,1.05
2018,5,2,1.53
2018,5,3,1.14
2018,5,4,1.34
2018,5,5,1.27
2018,5,6,1.41
2018,5,7,1.03
2018,5,8,1.01
2018,5,9,1.01
2018,5,10,1.11
2018,5,11,1.28
2018,5,12,1.37
2018,5,13,1.48
2018,5,14,1.12
2018,5,15,1.46
2018,5,16,1.24
2018,5,17,1.34
2018,5,18,1.27
2018,5,19,0.97
2018,5,20,0.86
2018,5,21,0.84
2018,5,22,1.2
2018,5,23,1.06
2018,5,24,1.51
2018,5,25,1.36
2018,5,26,1.34
2018,5,27,1.22
2018,5,28,0.8
2018,5,29,0.99
2018,5,30,1.0
2018,5,31,1.54
2018,6,1,1.15
2018,6,2,1.1
2018,6,3,1.09
2018,6,4,1.25
2018,6,5,1.32
2018,6,6,1.09
2018,6,7,1.12
2018,6,8,1.51
2018,6,9,1.12
2018,6,10,1.02
2018,6,11,1.14
2018,6,12,0.88
2018,6,13,1.07
2018,6,14,1.41
2018,6,15,1.2
2018,6,16,1.35
2018,6,17,1.48
2018,6,18,1.25
2018,6,19,1.16
2018,6,20,1.23
2018,6,21,0.97
2018,6,22,0.98
2018,6,23,0.92
2018,6,24,1.54
2018,6,25,1.22
2018,6,26,1.38
2018,6,27,1.07
2018,6,28,0.95
2018,6,29,1.23
2018,6,30,0.96
2018,7,1,1.41
2018,7,2,0.98
2018,7,3,0.9
2018,7,4,1.16
2018,7,5,1.19
2018,7,6,1.13
2018,7,7,1.15
2018,7,8,1.38
2018,7,9,1.56
2018,7,10,1.58
2018,7,11,1.12
2018,7,12,1.16
2018,7,13,1.18
2018,7,14,1.21
2018,7,15,1.27
2018,7,16,1.27
2018,7,17,1.12
2018,7,18,1.17
2018,7,19,1.15
2018,7,20,1.38
2018,7,21,1.02
2018,7,22,1.32
2018,7,23,1.02
2018,7,24,0.83
2018,7,25,1.67
2018,7,26,1.91
2018,7,27,1.33
2018,7,28,1.24
2018,7,29,1.06
2018,7,30,0.8
2018,7,31,1.5
2018,8,1,1.4
2018,8,2,1.46
2018,8,3,1.02
2018,8,4,1.45
2018,8,5,1.59
2018,8,6,1.82
2018,8,7,1.44
2018,8,8,1.82
2018,8,9,1.34
2018,8,10,1.47
2018,8,11,1.52
2018,8,12,1.5
2018,8,13,1.34
2018,8,14,1.11
2018,8,15,1.2
2018,8,16,1.52
2018,8,17,1.34
2018,8,18,1.3
2018,8,19,1.23
2018,8,20,1.43
2018,8,21,1.2
2018,8,22,1.5
2018,8,23,1.07
2018,8,24,1.27
2018,8,25,1.23
2018,8,26,1.48
2018,8,27,1.48
2018,8,28,1.42
2018,8,29,1.12
2018,8,30,1.32
2018,8,31,1.05
2018,9,1,1.02
2018,9,2,1.2
2018,9,3,1.4
2018,9,4,1.07
2018,9,5,1.17
2018,9,6,1.14
2018,9,7,1.42
2018,9,8,1.18
2018,9,9,1.23
2018,9,10,0.95
2018,9,11,1.42
2018,9,12,0.93
2018,9,13,1.41
2018,9,14,1.16
2018,9,15,1.28
2018,9,16,1.43
2018,9,17,1.22
2018,9,18,1.16
2018,9,19,1.43
2018,9,20,1.14
2018,9,21,1.31
2018,9,22,0.8
2018,9,23,1.16
2018,9,24,0.96
2018,9,25,1.35
2018,9,26,1.42
2018,9,27,1.15
2018,9,28,1.27
2018,9,29,1.26
2018,9,30,0.75
2018,10,1,1.15
2018,10,2,1.17
2018,10,3,1.23
2018,10,4,1.34
2018,10,5,1.18
2018,10,6,1.72
2018,10,7,1.01
2018,10,8,1.06
2018,10,9,0.95
2018,10,10,1.15
2018,10,11,0.9
2018,10,12,1.26
2018,10,13,1.28
2018,10,14,1.31
2018,10,15,1.05
2018,10,16,1.27
2018,10,17,0.94
2018,10,18,0.86
2018,10,19,0.94
2018,10,20,1.47
2018,10,21,1.3
2018,10,22,1.71
2018,10,23,1.12
2018,10,24,1.15
2018,10,25,1.03
2018,10,26,1.16
2018,10,27,1.08
2018,10,28,1.0
2018,10,29,1.09
2018,10,30,1.34
2018,10,31,1.08
2018,11,1,1.07
2018,11,2,0.79
2018,11,3,0.88
2018,11,4,1.16
2018,11,5,1.45
2018,11,6,1.21
2018,11,7,1.13
2018,11,8,1.09
2018,11,9,1.28
2018,11,10,0.88
2018,11,11,1.23
2018,11,12,1.41
2018,11,13,1.37
2018,11,14,0.84
2018,11,15,1.11
2018,11,16,1.1
2018,11,17,1.28
2018,11,18,1.06
2018,11,19,1.17
2018,11,20,1.06
2018,11,21,1.01
2018,11,22,1.37
2018,11,23,1.23
2018,11,24,0.98
2018,11,25,1.65
2018,11,26,1.29
2018,11,27,1.43
2018,11,28,1.51
2018,11,29,1.31
2018,11,30,1.37
2018,12,1,1.27
2018,12,2,1.2
2018,12,3,1.2
2018,12,4,1.46
2018,12,5,1.09
2018,12,6,1.45
2018,12,7,1.34
2018,12,8,1.55
2018,12,9,1.47
2018,12,10,1.48
2018,12,11,1.49
2018,12,12,1.09
2018,12,13,1.07
2018,12,14,1.59
2018,12,15,1.74
2018,12,16,1.56
2018,12,17,1.71
2018,12,18,1.18
2018,12,19,1.45
2018,12,20,1.2
2018,12,21,1.24
2018,12,22,1.13
2018,12,23,1.46
2018,12,24,1.59
2018,12,25,1.94
2018,12,26,1.55
2018,12,27,1.77
2018,12,28,1.55
2018,12,29,1.25
2018,12,30,1.37
2018,12,31,1.46
2019,1,1,1.9
2019,1,2,2.08
2019,1,3,2.01
2019,1,4,1.95
2019,1,5,1.93
2019,1,6,1.47
2019,1,7,1.09
2019,1,8,1.05
2019,1,9,1.07
2019,1,10,1.13
2019,1,11,1.4
2019,1,12,1.16
2019,1,13,1.39
2019,1,14,1.3
2019,1,15,1.75
2019,1,16,1.16
2019,1,17,1.33
2019,1,18,1.1
2019,1,19,1.22
2019,1,20,1.19
2019,1,21,1.27
2019,1,22,1.2
2019,1,23,1.34
2019,1,24,1.64
2019,1,25,1.09
2019,1,26,1.27
2019,1,27,1.38
2019,1,28,1.48
2019,1,29,1.47
2019,1,30,1.55
2019,1,31,1.59
2019,2,1,1.31
2019,2,2,1.44
2019,2,3,1.5
2019,2,4,1.52
2019,2,5,1.27
2019,2,6,1.34
2019,2,7,1.27
2019,2,8,1.45
2019,2,9,1.16
2019,2,10,1.43
2019,2,11,1.18
2019,2,12,1.19
2019,2,13,1.5
2019,2,14,1.95
2019,2,15,1.77
2019,2,16,1.51
2019,2,17,1.39
2019,2,18,1.65
2019,2,19,1.27
2019,2,20,1.38
2019,2,21,1.38
2019,2,22,0.98
2019,2,23,1.3
2019,2,24,1.41
2019,2,25,1.59
2019,2,26,1.38
2019,2,27,1.33
2019,2,28,1.45
2019,3,1,1.59
2019,3,2,1.27
2019,3,3,1.32
2019,3,4,1.47
2019,3,5,1.02
2019,3,6,1.52
2019,3,7,1.37
2019,3,8,1.25
2019,3,9,1.34
2019,3,10,1.15
2019,3,11,1.09
2019,3,12,1.4
2019,3,13,1.41
2019,3,14,1.32
2019,3,15,1.33
2019,3,16,1.32
2019,3,17,1.35
2019,3,18,1.12
2019,3,19,0.89
2019,3,20,1.39
2019,3,21,1.48
2019,3,22,1.47
2019,3,23,1.1
2019,3,24,1.8
2019,3,25,1.64
2019,3,26,1.68
2019,3,27,1.42
2019,3,28,1.43
2019,3,29,1.09
2019,3,30,1.05
2019,3,31,0.84
2019,4,1,0.96
2019,4,2,1.14
2019,4,3,1.45
2019,4,4,1.2
2019,4,5,1.24
2019,4,6,1.41
2019,4,7,1.72
2019,4,8,1.39
2019,4,9,1.21
2019,4,10,1.12
2019,4,11,1.1
2019,4,12,1.36
2019,4,13,1.18
2019,4,14,1.16
2019,4,15,0.84
2019,4,16,1.57
2019,4,17,1.32
2019,4,18,0.77
2019,4,19,0.87
2019,4,20,1.18
2019,4,21,1.02
2019,4,22,1.01
2019,4,23,1.01
2019,4,24,0.97
2019,4,25,1.41
2019,4,26,1.05
2019,4,27,1.25
2019,4,28,1.4
2019,4,29,1.38
2019,4,30,1.41
2019,5,1,1.33
2019,5,2,1.39
2019,5,3,0.99
2019,5,4,0.94
2019,5,5,1.09
2019,5,6,1.45
2019,5,7,1.34
2019,5,8,1.28
2019,5,9,1.2
2019,5,10,0.95
2019,5,11,1.1
2019,5,12,1.01
2019,5,13,1.44
2019,5,14,1.25
2019,5,15,1.0
2019,5,16,0.98
2019,5,17,1.24
2019,5,18,1.02
2019,5,19,1.13
2019,5,20,0.75
2019,5,21,1.28
2019,5,22,1.18
2019,5,23,1.12
2019,5,24,1.34
2019,5,25,1.1
2019,5,26,1.27
2019,5,27,1.43
2019,5,28,1.08
2019,5,29,1.27
2019,5,30,1.22
2019,5,31,1.04
2019,6,1,0.97
2019,6,2,1.12
2019,6,3,1.48
2019,6,4,1.07
2019,6,5,1.75
2019,6,6,1.24
2019,6,7,0.96
2019,6,8,1.28
2019,6,9,1.04
2019,6,10,1.32
2019,6,11,1.12
2019,6,12,1.19
2019,6,13,0.91
2019,6,14,1.27
2019,6,15,0.89
2019,6,16,1.02
2019,6,17,1.39
2019,6,18,1.24
2019,6,19,1.7
2019,6,20,1.75
2019,6,21,1.44
2019,6,22,1.55
2019,6,23,1.2
2019,6,24,1.32
2019,6,25,1.0
2019,6,26,1.16
2019,6,27,1.28
2019,6,28,1.26
2019,6,29,1.34
2019,6,30,1.24
2019,7,1,1.24
2019,7,2,1.41
2019,7,3,1.03
2019,7,4,1.21
2019,7,5,1.88
2019,7,6,1.56
2019,7,7,1.78
2019,7,8,1.36
2019,7,9,1.04
2019,7,10,1.28
2019,7,11,1.14
2019,7,12,0.86
2019,7,13,1.21
2019,7,14,1.16
2019,7,15,1.05
2019,7,16,1.19
2019,7,17,1.73
2019,7,18,2.02
2019,7,19,1.4
2019,7,20,1.73
2019,7,21,1.72
2019,7,22,1.36
2019,7,23,0.98
2019,7,24,1.21
2019,7,25,1.12
2019,7,26,1.04
2019,7,27,1.62
2019,7,28,1.85
2019,7,29,1.36
2019,7,30,1.38
2019,7,31,1.16
2019,8,1,0.9
2019,8,2,0.95
2019,8,3,1.29
2019,8,4,1.24
2019,8,5,1.55
2019,8,6,1.55
2019,8,7,1.45
2019,8,8,1.28
2019,8,9,1.29
2019,8,10,1.07
2019,8,11,1.32
2019,8,12,1.51
2019,8,13,1.25
2019,8,14,1.32
2019,8,15,1.54
2019,8,16,1.36
2019,8,17,1.04
2019,8,18,1.34
2019,8,19,1.34
2019,8,20,1.19
2019,8,21,1.38
2019,8,22,1.41
2019,8,23,1.34
2019,8,24,1.47
2019,8,25,1.72
2019,8,26,1.26
2019,8,27,1.24
2019,8,28,1.57
2019,8,29,1.54
2019,8,30,1.32
2019,8,31,1.3
2019,9,1,1.52
2019,9,2,1.16
2019,9,3,1.37
2019,9,4,1.38
2019,9,5,1.33
2019,9,6,1.38
2019,9,7,1.39
2019,9,8,1.59
2019,9,9,1.48
2019,9,10,1.55
2019,9,11,1.27
2019,9,12,1.34
2019,9,13,1.41
2019,9,14,1.26
2019,9,15,1.41
2019,9,16,1.34
2019,9,17,1.01
2019,9,18,1.2
2019,9,19,1.19
2019,9,20,1.59
2019,9,21,1.03
2019,9,22,1.13
2019,9,23,0.86
2019,9,24,0.91
2019,9,25,1.13
2019,9,26,1.16
2019,9,27,1.43
2019,9,28,1.12
2019,9,29,1.35
2019,9,30,0.89
2019,10,1,1.05
2019,10,2,1.16
2019,10,3,0.82
2019,10,4,1.18
2019,10,5,1.07
2019,10,6,1.29
2019,10,7,1.15
2019,10,8,1.03
2019,10,9,1.16
2019,10,10,1.15
2019,10,11,1.16
2019,10,12,1.09
2019,10,13,1.12
2019,10,14,1.34
2019,10,15,1.3
2019,10,16,1.23
2019,10,17,1.48
2019,10,18,1.3
2019,10,19,1.34
2019,10,20,0.85
2019,10,21,1.21
2019,10,22,1.43
2019,10,23,1.09
2019,10,24,1.1
2019,10,25,1.2
2019,10,26,1.07
2019,10,27,1.1
2019,10,28,1.3
2019,10,29,0.94
2019,10,30,1.06
2019,10,31,1.12
2019,11,1,1.34
2019,11,2,1.52
2019,11,3,1.16
2019,11,4,1.33
2019,11,5,0.84
2019,11,6,1.14
2019,11,7,1.36
2019,11,8,1.46
2019,11,9,1.36
2019,11,10,1.73
2019,11,11,1.28
2019,11,12,1.01
2019,11,13,1.3
2019,11,14,0.89
2019,11,15,1.42
2019,11,16,1.49
2019,11,17,1.33
2019,11,18,1.18
2019,11,19,1.78
2019,11,20,1.64
2019,11,21,1.55
2019,11,22,1.44
2019,11,23,1.36
2019,11,24,1.34
2019,11,25,1.24
2019,11,26,1.16
2019,11,27,0.96
2019,11,28,0.95
2019,11,29,1.02
2019,11,30,1.16
2019,12,1,1.3
2019,12,2,1.38
2019,12,3,1.09
2019,12,4,1.33
2019,12,5,1.21
2019,12,6,1.74
2019,12,7,2.02
2019,12,8,1.28
2019,12,9,1.31
2019,12,10,1.27
2019,12,11,1.51
2019,12,12,1.25
2019,12,13,1.27
2019,12,14,0.98
2019,12,15,1.09
2019,12,16,1.24
2019,12,17,1.19
2019,12,18,1.27
2019,12,19,1.09
2019,12,20,1.27
2019,12,21,1.15
2019,12,22,1.34
2019,12,23,1.17
2019,12,24,1.12
2019,12,25,1.03
2019,12,26,1.34
2019,12,27,1.1
2019,12,28,1.31
2019,12,29,1.7
2019,12,30,1.02
2019,12,31,0.96
2020,1,1,1.33
2020,1,2,1.24
2020,1,3,1.28
2020,1,4,1.63
2020,1,5,1.76
2020,1,6,1.56
2020,1,7,1.27
2020,1,8,1.8
2020,1,9,1.98
2020,1,10,1.91
2020,1,11,2.12
2020,1,12,1.66
2020,1,13,1.8
2020,1,14,1.48
2020,1,15,1.81
2020,1,16,1.22
2020,1,17,1.41
2020,1,18,1.91
2020,1,19,1.24
2020,1,20,1.24
2020,1,21,1.12
2020,1,22,1.08
2020,1,23,1.39
2020,1,24,1.31
2020,1,25,1.37
2020,1,26,1.66
2020,1,27,1.39
2020,1,28,1.48
2020,1,29,1.54
2020,1,30,1.42
2020,1,31,1.44
2020,2,1,1.25
2020,2,2,1.57
2020,2,3,1.55
2020,2,4,1.95
2020,2,5,1.75
2020,2,6,1.78
2020,2,7,1.55
2020,2,8,1.68
2020,2,9,1.73
2020,2,10,1.74
2020,2,11,1.91
2020,2,12,1.49
2020,2,13,1.49
2020,2,14,1.53
2020,2,15,1.66
2020,2,16,1.53
2020,2,17,1.65
2020,2,18,1.46
2020,2,19,1.84
2020,2,20,1.54
2020,2,21,1.49
2020,2,22,1.69
2020,2,23,1.26
2020,2,24,1.25
2020,2,25,1.2
2020,2,26,1.06
2020,2,27,1.87
2020,2,28,1.67
2020,2,29,1.81
2020,3,1,1.35
2020,3,2,1.53
2020,3,3,1.67
2020,3,4,1.56
2020,3,5,1.77
2020,3,6,1.7
2020,3,7,1.79
2020,3,8,1.7
2020,3,9,1.52
2020,3,10,1.54
2020,3,11,1.18
2020,3,12,1.7
2020,3,13,1.57
2020,3,14,1.7
2020,3,15,1.8
2020,3,16,1.83
2020,3,17,1.89
2020,3,18,1.77
2020,3,19,1.62
2020,3,20,1.62
2020,3,21,1.09
2020,3,22,1.72
2020,3,23,1.54
2020,3,24,1.6
2020,3,25,1.6
2020,3,26,1.74
2020,3,27,1.99
2020,3,28,1.8
2020,3,29,1.4
2020,3,30,1.45
2020,3,31,1.09
2020,4,1,1.14
2020,4,2,1.7
2020,4,3,1.52
2020,4,4,1.52
2020,4,5,0.98
2020,4,6,1.02
2020,4,7,1.52
2020,4,8,1.53
2020,4,9,1.3
2020,4,10,1.48
2020,4,11,1.7
2020,4,12,2.03
2020,4,13,2.03
2020,4,14,1.86
2020,4,15,1.73
2020,4,16,1.77
2020,4,17,1.48
2020,4,18,1.83
2020,4,19,1.36
2020,4,20,1.48
2020,4,21,1.2
2020,4,22,0.87
2020,4,23,0.98
2020,4,24,1.12
2020,4,25,1.33
2020,4,26,1.38
2020,4,27,1.48
2020,4,28,1.63
2020,4,29,1.04
2020,4,30,0.91
2020,5,1,1.2
2020,5,2,1.52
2020,5,3,0.88
2020,5,4,1.36
2020,5,5,1.54
2020,5,6,1.23
2020,5,7,1.04
2020,5,8,1.54
2020,5,9,1.62
2020,5,10,1.51
2020,5,11,1.44
2020,5,12,1.19
2020,5,13,1.04
2020,5,14,1.52
2020,5,15,1.33
2020,5,16,1.34
2020,5,17,0.84
2020,5,18,0.95
2020,5,19,0.84
2020,5,20,1.29
2020,5,21,1.23
2020,5,22,1.17
2020,5,23,1.36
2020,5,24,1.39
2020,5,25,1.2
2020,5,26,1.44
2020,5,27,1.51
2020,5,28,1.02
2020,5,29,1.04
2020,5,30,0.9
2020,5,31,1.38
2020,6,1,1.22
2020,6,2,1.16
2020,6,3,1.3
2020,6,4,1.26
2020,6,5,1.24
2020,6,6,1.24
2020,6,7,1.56
2020,6,8,1.3
2020,6,9,1.59
2020,6,10,1.52
2020,6,11,1.4
2020,6,12,1.07
2020,6,13,1.1
2020,6,14,1.41
2020,6,15,1.45
2020,6,16,1.11
2020,6,17,1.23
2020,6,18,1.01
2020,6,19,1.23
2020,6,20,1.06
2020,6,21,1.27
2020,6,22,1.19
2020,6,23,1.2
2020,6,24,1.78
2020,6,25,1.84
